"LegacyId","App","Package","LegacyPath","ArtifactComplete","Domain","Disposition","NewCapabilityId","AcceptanceCase","ReviewNote"
"PAGE-111","管理端","pageReport","pageReport/memberAnalyze/allMember","True","reporting","REPLACE","report.member-card.analytics","AC-09-13","Member card cohort analytics via UserCardAnalyze modes (last class, stop, holiday). Evidence: 管理端/pageReport/memberAnalyze/allMember.js."
"PAGE-112","管理端","pageReport","pageReport/remind/visitorRemind","True","notification","REPLACE","notification.reminder.visitor","AC-09-12","Visitor follow-up list via findUserByVisitor. Evidence: 管理端/pageReport/remind/visitorRemind.js."
"PAGE-113","管理端","pageReport","pageReport/rank/rankTop","True","reporting","REPLACE","report.order.rank","AC-09-14","Recharge ranking via userOrderRank with date modes. Evidence: 管理端/pageReport/rank/rankTop.js."
"PAGE-114","管理端","pageReport","pageReport/rank/courseRank","True","reporting","REPLACE","report.course.attendance-rank","AC-09-15","Member course attendance ranking via userCourseRank. Evidence: 管理端/pageReport/rank/courseRank.js."
"PAGE-115","管理端","pageReport","pageReport/rank/memberConsumptionCardRank","True","reporting","REPLACE","report.member-card.consumption-rank","pages/report/member-card-ranks/index","Member spend ranking via sumUserExpendPrice; read-only analytics deferred after ledger facts. Evidence: 管理端/pageReport/rank/memberConsumptionCardRank.js."
"PAGE-116","管理端","pageReport","pageReport/rank/memberCard","True","reporting","REPLACE","report.card-product.sales-rank","pages/report/member-card-ranks/index","Per card-product sales rank via RankCardInfo_cardId. Evidence: 管理端/pageReport/rank/memberCard.js."
"PAGE-117","管理端","pageReport","pageReport/rank/memberPointRank","True","reporting","REPLACE","report.points.rank","AC-09-16","Points leaderboard via findUserPointList gated by getUserPointConfig.start. Evidence: 管理端/pageReport/rank/memberPointRank.js."
"PAGE-118","管理端","pageReport","pageReport/rank/memberPointConfig","True","points","REPLACE","points.config","AC-09-17","Points policy editor: getUserPointConfig/saveUserPointConfig; clearUserPoint UI rejected. Evidence: 管理端/pageReport/rank/memberPointConfig.js."
"PAGE-119","管理端","pageReport","pageReport/rank/membershipRank","True","reporting","REPLACE","report.sales.rank","AC-09-18","Sales consultant ranking via salerList sortMode. Evidence: 管理端/pageReport/rank/membershipRank.js."
"PAGE-120","管理端","pageReport","pageReport/rank/membershipDetailRank","True","reporting","REPLACE","report.sales.detail","AC-09-19","Per-sales-member drill-down via findUserDetailOfOneSaler. Evidence: 管理端/pageReport/rank/membershipDetailRank.js."
"PAGE-121","管理端","pageReport","pageReport/rank/siteModifyLog","True","reporting","REPLACE","report.audit.site-modify","AC-09-20","Site data change audit log via FindsiteModifyLog + getsiteModifyType + staff filter. Evidence: 管理端/pageReport/rank/siteModifyLog.js."
"PAGE-122","管理端","pageReport","pageReport/rank/memberCardAnalyze","True","reporting","REPLACE","report.card-product.analytics","pages/report/member-card-ranks/index","Cross-site card analytics via getAllCardInfoIncludeUnionReport. Evidence: 管理端/pageReport/rank/memberCardAnalyze.js."
"PAGE-123","管理端","pageReport","pageReport/courseAnalyze/teamCourseRank","True","reporting","REPLACE","report.course.group.rank","AC-09-21","Group class analytics via findCourseRepListForWeb. Evidence: 管理端/pageReport/courseAnalyze/teamCourseRank.js."
"PAGE-124","管理端","pageReport","pageReport/courseAnalyze/teamCourseDetailRank","True","reporting","REPLACE","report.course.group.detail","AC-09-22","Group class session drill-down via findCourseRepListForWebDetail. Evidence: 管理端/pageReport/courseAnalyze/teamCourseDetailRank.js."
"PAGE-125","管理端","pageReport","pageReport/courseAnalyze/privateCourseDetailRank","True","reporting","REPLACE","report.course.private.detail","AC-09-24","Private lesson drill-down via findPrivateCourseWebDetail. Evidence: 管理端/pageReport/courseAnalyze/privateCourseDetailRank.js."
"PAGE-126","管理端","pageReport","pageReport/teacherMembership/staffCourse","True","payroll","REPLACE","payroll.coach.course-commission.report","AC-09-25","Coach course commission rollup via findStaffCourseWeb. Evidence: 管理端/pageReport/teacherMembership/staffCourse.js."
"PAGE-127","管理端","pageReport","pageReport/teacherMembership/personalSalarySetting","True","payroll","REPLACE","payroll.coach.config.list","AC-09-26","Per-coach salary rule picker via SalaryStaffList + getSalaryConfig. Evidence: 管理端/pageReport/teacherMembership/personalSalarySetting.js."
"PAGE-128","管理端","pageReport","pageReport/teacherMembership/personalSalaryType","True","payroll","REPLACE","payroll.coach.config.mode","AC-09-27","Tenant coach payroll mode toggle via getSalaryConfig/saveSalaryConfig. Evidence: 管理端/pageReport/teacherMembership/personalSalaryType.js."
"PAGE-129","管理端","pageReport","pageReport/teacherMembership/memberSalaryType","True","payroll","REPLACE","payroll.sales.config.mode","AC-09-28","Sales payroll mode via getMemeberSalaryConfig/saveMemeberSalaryConfig. Evidence: 管理端/pageReport/teacherMembership/memberSalaryType.js."
"PAGE-130","管理端","pageReport","pageReport/teacherMembership/personalSalaryFixedClassHours","True","payroll","REPLACE","payroll.coach.rule.fixed-hours","AC-09-29","Fixed class-hour rule matrix via getSalaryConfigOfOneStaff/saveSalaryConfigOfOneStaff. Evidence: 管理端/pageReport/teacherMembership/personalSalaryFixedClassHours.js."
"PAGE-131","管理端","pageReport","pageReport/teacherMembership/personalSalaryFixedPersonTime","True","payroll","REPLACE","payroll.coach.rule.fixed-headcount","AC-09-30","Fixed headcount rule matrix via getSalaryConfigOfOneStaff/saveSalaryConfigOfOneStaff. Evidence: 管理端/pageReport/teacherMembership/personalSalaryFixedPersonTime.js."
"PAGE-132","管理端","pageReport","pageReport/teacherMembership/personalSalaryFixedCourseAmount","True","payroll","REPLACE","payroll.coach.rule.fixed-amount","AC-09-31","Fixed amount-per-course rule matrix via getSalaryConfigOfOneStaff/saveSalaryConfigOfOneStaff. Evidence: 管理端/pageReport/teacherMembership/personalSalaryFixedCourseAmount.js."
"PAGE-133","管理端","pageReport","pageReport/teacherMembership/memberShipSalaryDetail","True","payroll","REPLACE","payroll.sales.detail","AC-09-32","Sales payroll line items via findSaleManSalary_user and findSaleManSalary_card. Evidence: 管理端/pageReport/teacherMembership/memberShipSalaryDetail.js."
"PAGE-134","管理端","pageReport","pageReport/teacherMembership/personalSalaryDetail","True","payroll","REPLACE","payroll.coach.detail","AC-09-33","Coach payroll appointments via findStaffTeamAppointment and findStaffPrivateAppointment. Evidence: 管理端/pageReport/teacherMembership/personalSalaryDetail.js."
"PAGE-135","管理端","pageReport","pageReport/userCost/userCost","True","reporting","REPLACE","report.member.cost","AC-09-34","Member cost/consumption ranking via findUserCostForWeb sortId paging. Evidence: 管理端/pageReport/userCost/userCost.js."
"PAGE-136","管理端","pageReport","pageReport/courseAnalyze/privateCourseRank","True","reporting","REPLACE","report.course.private.rank","AC-09-23","Private lesson analytics via findPrivateCourseList. Evidence: 管理端/pageReport/courseAnalyze/privateCourseRank.js."
"PAGE-137","管理端","pageReport","pageReport/component/head-hint/head-hint","True","payroll","MERGE","payroll.recompute.banner","AC-09-35","Shared salary recompute banner triggering ReComputeSalary or sumSaleSalary. Evidence: 管理端/pageReport/component/head-hint/head-hint.js."
"PAGE-138","管理端","pageReport","pageReport/remind/findBalaceZeroCard","True","member-card","REPLACE","member-card.reminder.zero-balance","pages/report/card-reminders/index","Zero-balance cards tab. Legacy findBalaceZeroCard → pages/report/card-reminders/index tab zero-balance. Evidence: card-reminders/index.vue."
"PAGE-139","管理端","pageReport","pageReport/coach/classStatistics","True","reporting","MERGE","report.coach.monthly-rank","AC-09-36","Coach monthly ranking via linkage staffByMonth; duplicate of pageChain/courseStatistics. Evidence: 管理端/pageReport/coach/classStatistics.js."
"PAGE-140","管理端","pageReport","pageReport/coach/detailed","True","reporting","MERGE","report.coach.appointment-detail","AC-09-37","Coach appointment lines via linkage getOnestaffInMonthDetail/findPrivateAppontmentofStaffuserid; broken privateDetail route. Evidence: 管理端/pageReport/coach/detailed.js."
"PAGE-141","管理端","pageReport","pageReport/teacherMembership/detailed","True","reporting","MERGE","report.coach.appointment-detail","AC-09-37","Salary-context duplicate of coach detailed using report2 getOnestaffInMonthDetail variants. Evidence: 管理端/pageReport/teacherMembership/detailed.js."
"PAGE-142","管理端","pageReport","pageReport/teacherMembership/memberShipSalary","True","payroll","REPLACE","payroll.sales.report","AC-09-38","Sales payroll summary via findSaleManSalary. Evidence: 管理端/pageReport/teacherMembership/memberShipSalary.js."
"PAGE-143","管理端","pageReport","pageReport/teacherMembership/personalSalary","True","payroll","REPLACE","payroll.coach.report","AC-09-39","Coach payroll summary via findWebstaffSalaryList. Evidence: 管理端/pageReport/teacherMembership/personalSalary.js."
"PAGE-144","管理端","pageReport","pageReport/league/statistics","True","reporting","REJECT","","AC-10-18","Orphan report page: registered in app.json but no inbound navigation; calls ghost export getTeamArrangeCount absent from api-catalog.csv. Evidence: pageReport/league/statistics.js; grep shows no external navigateTo."
"PAGE-145","管理端","pageReport","pageReport/league/details","True","reporting","REJECT","","AC-10-19","Orphan drill-down only reachable from statistics; calls ghost export getOnestaffInMonthDetailByCourseid absent from api-catalog.csv. Evidence: pageReport/league/details.js."
"PAGE-146","管理端","pageServer","pageServer/index","True","platform-billing","MERGE","platform.subscription.hub","AC-09-40","SaaS service hub navigation to order/agreement/help; no write APIs on page. Evidence: 管理端/pageServer/index.js."
"PAGE-147","管理端","pageServer","pageServer/serve-agreement","True","platform-billing","REPLACE","platform.subscription.agreement","AC-09-41","Platform service agreement HTML via getAgreement. Evidence: 管理端/pageServer/serve-agreement.js."
"PAGE-148","管理端","pageServer","pageServer/order","True","platform-billing","MERGE","platform.subscription.orders","pages/settings/platform/subscription-orders/index","SaaS renewal purchase via pricelist/submitwexinOrder; not tenant member-card orders. Evidence: 管理端/pageServer/order.js."
"PAGE-149","管理端","pageServer","pageServer/videoHelp/videoHelp","True","platform-billing","REPLACE","tenant.support.video-help","pages/settings/support/video-help/index","Staff video help catalog via GET /staff/sites/{site}/support/video-help; demo URLs when tenant unset. Evidence: StaffSupportTest."
"PAGE-150","管理端","pageChain","pageChain/brand/index","True","org","REPLACE","org.brand.upsert","AC-09-43","Chain union brand name/logo via saveLinkInfo. Evidence: 管理端/pageChain/brand/index.js."
"PAGE-151","管理端","pageChain","pageChain/instructions/index","True","org","REPLACE","org.chain.onboarding","pages/settings/chain/instructions/index","Static chain onboarding copy in staff settings. Evidence: 管理端/pageChain/instructions/index.js."
"PAGE-152","管理端","pageChain","pageChain/configStaff/index","True","staff","REPLACE","tenant.chain.staff","pages/settings/chain/staff/index","HQ staff roster via GET /staff/chain/staff. Evidence: pageChain/configStaff/index.js; StaffChainManagementTest."
"PAGE-153","管理端","pageChain","pageChain/courseStatistics/index","True","reporting","MERGE","report.coach.monthly-rank","AC-09-36","Chain duplicate coach monthly stats via staffByMonth. Evidence: 管理端/pageChain/courseStatistics/index.js."
"PAGE-154","管理端","pageChain","pageChain/cardStatistics/index","True","order","REPLACE","order.report.card-sales.summary","pages/report/card-sales/index","Chain card sales rollup via mainreport/detailreport; exposes delUserOrder/saveOrderAmount (rejected patterns). Evidence: 管理端/pageChain/cardStatistics/index.js."
"PAGE-155","管理端","pageChain","pageChain/cardStatistics/detailed-records","True","order","MERGE","order.report.card-sales.detail","pages/report/card-sales/detail","Per-card monthly sale detail via detailcardreport plus order note/amount mutations. Evidence: 管理端/pageChain/cardStatistics/detailed-records.js."
"PAGE-156","管理端","pageChain","pageChain/courseStatistics/detailed","True","reporting","MERGE","report.coach.appointment-detail","AC-09-37","Chain duplicate coach appointment detail. Evidence: 管理端/pageChain/courseStatistics/detailed.js."
"PAGE-157","管理端","pageChain","pageChain/configStaff/staff-edit","True","staff","MERGE","staff.upsert","AC-09-46","Chain staff create/edit via linkage savestaff and changeStatus. Evidence: 管理端/pageChain/configStaff/staff-edit.js."
"PAGE-158","管理端","pageChain","pageChain/card/home/home","True","card-product","MERGE","card-product.catalog","pages/settings/card-products/index","Chain HQ catalog merged into site-scoped card-products list. Legacy pageChain/card/home/home → pages/settings/card-products/index. Evidence: stage-05-member-card-ledger.md chain merge."
"PAGE-159","管理端","pageChain","pageChain/card/home/subbranch-home","True","card-product","REPLACE","card-product.cross-site.link","pages/settings/chain/cross-site-cards/index","Per-site linked card visibility via getCardOfEachSite/changeToLinkcard. Evidence: 管理端/pageChain/card/home/subbranch-home.js."
"PAGE-160","管理端","pageChain","pageChain/card/create/create","True","card-product","MERGE","card-product.type-picker","pages/settings/card-products/edit","Chain type picker merged into editor create flow. Legacy pageChain/card/create → pages/settings/card-products/edit. Evidence: stage-05-member-card-ledger.md."
"PAGE-161","管理端","pageChain","pageChain/card/card-subject/index","True","card-product","REPLACE","tenant.chain.store-courses","pages/settings/chain/store-courses/index","Chain linked card course scope summary via GET /staff/chain/store-courses. Evidence: StaffChainManagementTest."
"PAGE-162","管理端","pageChain","pageChain/card/setting-more-subject/index","True","card-product","MERGE","card-product.course-scope.group","pages/settings/card-products/edit","Chain group scope merged into editor. Legacy pageChain/setting-more-subject → pages/settings/card-products/edit. Evidence: stage-05-member-card-ledger.md."
"PAGE-163","管理端","pageChain","pageChain/card/setting-single-subject/index","True","card-product","MERGE","card-product.course-scope.single","pages/settings/card-products/edit","Chain single scope merged into editor. Legacy pageChain/setting-single-subject → pages/settings/card-products/edit. Evidence: stage-05-member-card-ledger.md."
"PAGE-164","管理端","pageChain","pageChain/storesManagement/index","True","org","REPLACE","org.chain.sites.list","pages/settings/chain/stores/index","Branch roster + brand via GET/PUT /staff/chain/sites and /staff/chain/brand. Evidence: 管理端/pageChain/storesManagement/index.js; StaffChainManagementTest."
"PAGE-165","管理端","pageConfig","pageConfig/appointSetting/index","True","booking","KEEP","booking.policy-config","pages/settings/booking-policy/index","Tenant booking rules editor wired to getStaffBookingPolicy + updateStaffBookingPolicy. Legacy appointSetting → staff-miniapp pages/settings/booking-policy/index; tests StaffBookingPolicyTest."
"PAGE-166","管理端","pageConfig","pageConfig/membership/index","True","tenant-config","REPLACE","tenant.crm.field-config","AC-10-20","CRM lead form required-field toggles via getuserFieldSetting/saveuserFieldSetting. Evidence: 管理端/pageConfig/membership/index.js."
"PAGE-167","管理端","pageConfig","pageConfig/embershipAgreement/index","True","tenant-config","REPLACE","tenant.legal.membership-agreement.read","AC-10-21","Read membership agreement rich text via getuserProtocolSetting. Evidence: 管理端/pageConfig/embershipAgreement/index.js."
"PAGE-168","管理端","pageConfig","pageConfig/embershipAgreement/editAgreement","True","tenant-config","REPLACE","tenant.legal.membership-agreement.write","AC-10-22","Edit membership agreement via saveuserPtotocolSetting. Evidence: 管理端/pageConfig/embershipAgreement/editAgreement.js."
"PAGE-169","管理端","pageConfig","pageConfig/memberConfigCourse/index","True","tenant-config","MERGE","tenant.member.onboarding-help","AC-10-23","Static how-to-book imagery for member mini-app; no backend calls. Evidence: 管理端/pageConfig/memberConfigCourse/index.js."
"PAGE-170","管理端","pageConfig","pageConfig/paySetting/index","True","tenant-config","MERGE","tenant.payment.marketing","AC-10-24","Static payment-setting marketing cards; no API in page script. Evidence: 管理端/pageConfig/paySetting/index.js."
"PAGE-171","管理端","pageConfig","pageConfig/shopReport/index","True","export","MERGE","export.job.hub","AC-09-48","Member/card export job launcher + findExportLog history. Evidence: 管理端/pageConfig/shopReport/index.js."
"PAGE-172","管理端","pageConfig","pageConfig/memberConfigKindReminder/index","True","tenant-config","REPLACE","tenant.member.warm-hint.read","AC-10-25","Member warm-hint list via getwarmHint. Evidence: 管理端/pageConfig/memberConfigKindReminder/index.js."
"PAGE-173","管理端","pageConfig","pageConfig/memberConfigShow/index","True","tenant-config","REPLACE","tenant.member.home-carousel.read","AC-10-26","Member home carousel preview via getsavefaceimage. Evidence: 管理端/pageConfig/memberConfigShow/index.js."
"PAGE-174","管理端","pageConfig","pageConfig/memberConfigShow/editMenberConfigShow","True","tenant-config","REPLACE","tenant.member.home-carousel.write","AC-10-27","Carousel image editor via savefaceimage + u-avatar-croppershop. Evidence: 管理端/pageConfig/memberConfigShow/editMenberConfigShow.js."
"PAGE-175","管理端","pageConfig","pageConfig/memberConfigKindReminder/editMemberConfigKindReminder","True","tenant-config","MERGE","tenant.member.warm-hint.write","AC-10-28","Single warm-hint editor via getwarmHint/saveWarmHint. Evidence: 管理端/pageConfig/memberConfigKindReminder/editMemberConfigKindReminder.js."
"PAGE-176","管理端","pageConfig","pageConfig/appointment/index","True","sharing","MERGE","sharing.staff-miniapp-code","pages/settings/sharing/staff-miniapp-code/index","Misnamed path: only createAppCode QR download/save; no appointment CRUD. Evidence: 管理端/pageConfig/appointment/index.js."
"PAGE-177","管理端","pageConfig","pageConfig/displayHide/index","True","tenant-config","REPLACE","tenant.member.miniapp-layout","AC-10-29","Member mini-app tab/module visibility matrix via getClientConfig/saveClientConfig. Evidence: 管理端/pageConfig/displayHide/index.js."
"PAGE-178","管理端","pageConfig","pageConfig/stopDoing/index","True","tenant-config","REPLACE","tenant.site.closure-calendar","AC-10-30","Site closure/holiday list via findStopbusinessofSite. Evidence: 管理端/pageConfig/stopDoing/index.js."
"PAGE-179","管理端","pageConfig","pageConfig/coachLeave/index","True","tenant-config","REPLACE","tenant.staff.vacation.list","AC-10-31","Coach vacation rollup via getMainHolidayList. Evidence: 管理端/pageConfig/coachLeave/index.js."
"PAGE-180","管理端","pageConfig","pageConfig/coachLeave/coachLeave","True","tenant-config","MERGE","tenant.staff.vacation.detail","AC-10-32","Per-coach vacation lines via getHolidayOfOneStaff. Evidence: 管理端/pageConfig/coachLeave/coachLeave.js."
"PAGE-181","管理端","pageConfig","pageConfig/coachLeave/editLeave","True","tenant-config","MERGE","tenant.staff.vacation.write","AC-10-33","Create/edit coach vacation via saveVacation/delHolidayInfo. Evidence: 管理端/pageConfig/coachLeave/editLeave.js."
"PAGE-182","管理端","pageConfig","pageConfig/stopDoing/editStopDoing","True","tenant-config","MERGE","tenant.site.closure-calendar.write","AC-10-34","Create/edit closure window via stopbusiness save/deletes. Evidence: 管理端/pageConfig/stopDoing/editStopDoing.js."
"PAGE-183","管理端","pageConfig","pageConfig/reminderSettings/index","True","notification","REPLACE","notification.channel.config","AC-10-35","Staff/member notification channel toggles via getHintSetting/saveHintSetting and manager picker getHintManagerConfig. Evidence: 管理端/pageConfig/reminderSettings/index.js."
"PAGE-184","管理端","pageConfig","pageConfig/notificationManagement/index","True","notification","REPLACE","notice.announcement.list","AC-10-36","Paginated site announcement list via getNoticeList. Evidence: 管理端/pageConfig/notificationManagement/index.js."
"PAGE-185","管理端","pageConfig","pageConfig/notificationManagement/notification","True","notification","MERGE","notice.announcement.editor","AC-10-37","Create/edit/delete announcement via notice save/deletes. Evidence: 管理端/pageConfig/notificationManagement/notification.js."
"PAGE-186","管理端","pagesCourse","pagesCourse/subject/subject-compontent/suject-classroom","True","site","REPLACE","site.room.list","pages/settings/rooms/index","Classroom catalog CRUD via listStaffRooms/createStaffRoom/updateStaffRoom/archiveStaffRoom. Legacy suject-classroom popup → dedicated settings pages/settings/rooms. Evidence: apps/staff-miniapp/src/pages/settings/rooms/index.vue; StaffRoomTest."
