LegacyId,App,LegacyEndpoint,Methods,Exports,Operation,Domain,Disposition,NewOperationId,AcceptanceCase,ReviewNote
API-111,管理端,/b/manageuser/changeValidTime,POST,changeValidTime,write,member-card,REPLACE,member-card.validity.adjust,extendStaffMemberCardValidity,"Validity adjustment with audit. OpenAPI POST .../validity-extensions; tests StaffMemberCardAdjustTest."
API-112,管理端,/b/manageuser/delUser,POST,delUser,write,crm,REJECT,crm.member.delete,AC-08-06,"Reject cascading deletion of appointments and revenue; UI still present on information page."
API-113,管理端,/b/manageuser/delUserCard,POST,delUserCard,write,member-card,REPLACE,member-card.archive,archiveStaffMemberCard,"Archive member card instance. OpenAPI POST .../member-cards/{id}/archive; tests StaffMemberCardArchiveTest."
API-114,管理端,/b/manageuser/findAmountChangeLog,POST,findAmountChangeLog,query,member-card,REPLACE,member-card.balance-ledger.list,listStaffMemberCardLedgerEntries,"Balance ledger pagination via GET .../ledger-entries; tests StaffMemberCardAdjustTest + MemberMemberCardLedgerTest."
API-115,管理端,/b/manageuser/findbatchUserCardList,POST,findbatchUserCardList,query,member-card,REPLACE,member-card.batch.list,listStaffMemberCards,"Batch operation candidate list via member wallet query. OpenAPI GET .../members/{id}/member-cards; tests StaffMemberCardReadTest."
API-116,管理端,/b/manageuser/findLastUserHoliday,POST,findLastUserHoliday,query,member-card,REPLACE,member-card.holiday.last,StaffPlannedApisTest::test_member_card_batch_and_reads_writes,"Latest holiday record."
API-117,管理端,/b/manageuser/findModifyLog,POST,findModifyLog,query,member-card,REPLACE,member-card.change-ledger.list,listStaffMemberCardLedgerEntries,"Card metadata change history via GET .../ledger-entries filtered by entry type; tests StaffMemberCardAdjustTest."
API-118,管理端,/b/manageuser/findPunishLog,POST,findPunishLog,query,member-card,REPLACE,member-card.penalty-ledger.list,listStaffMemberCardLedgerEntries,"Penalty/absence deduction history via GET .../ledger-entries; tests StaffFulfillmentTest + StaffMemberCardAdjustTest."
API-119,管理端,/b/manageuser/findUser2,POST,findAllUser|findAllUser2|findUser,query,crm,REPLACE,crm.member.list,AC-08-01,"Primary member query: keywords, pingyinChars, card/tag/remark/status filters, sumMode/runOff on screen. Evidence: member.js, search.js, screen.js."
API-120,管理端,/b/manageuser/findUserAppointList,POST,findUserAppointList,query,booking,MERGE,booking.member-history.list,listStaffMemberBookingHistory,"CRM monthly appointment history. OpenAPI GET .../members/{id}/booking-history; tests StaffMemberBookingHistoryTest."
API-121,管理端,/b/manageuser/findUserAppointOne,POST,findUserAppointOne,query,booking,REPLACE,booking.member-history.detail,listStaffMemberBookingHistory,"Appointment drill-down via booking-history scope; tests StaffMemberBookingHistoryTest."
API-122,管理端,/b/manageuser/findUserdy2,POST,findUserdy,query,member-card,REPLACE,member-card.dynamic-fields.list,StaffPlannedApisTest::test_member_card_batch_and_reads_writes,"Dynamic CRM fields on card context."
API-123,管理端,/b/manageuser/getDefaultFee,POST,getDefaultFee,query,member-card,REPLACE,member-card.default-fee.get,StaffPlannedApisTest::test_member_card_batch_and_reads_writes.default-fee.get,"Default fee for card operations."
API-124,管理端,/b/manageuser/getDelUserList,POST,getDelUserList,query,crm,REPLACE,crm.member.deleted.list,AC-08-06,"Archived/deleted member list. Evidence: 管理端/pageMember/del-member/del-member.js."
API-125,管理端,/b/manageuser/getLastStopUsercardLog,POST,getLastStopUsercardLog,query,member-card,REPLACE,member-card.freeze-ledger.last,StaffPlannedApisTest::test_member_card_batch_and_reads_writes,"Latest freeze/stop record."
API-126,管理端,/b/manageuser/getOneUserCardInfo,POST,getOneUserCardInfo,query,member-card,REPLACE,member-card.detail,getStaffMemberCard,"Single issued card detail. OpenAPI GET .../member-cards/{id}; tests StaffMemberCardReadTest."
API-127,管理端,/b/manageuser/getOrderListByUserCardId,POST,getOrderListByUserCardId,query,order,REPLACE,order.list,listMemberCardOrders,"Staff CRM card orders. OpenAPI GET .../members/{member}/orders; tests StaffMemberCardOrderTest."
API-128,管理端,/b/manageuser/getpinyinCharList,POST,getpinyinCharList,query,crm,REPLACE,crm.member.pinyin-index,AC-08-01,"Exported in vendor bundle but no static call site found; treat as alias/dead export of pinyin index until proven."
API-129,管理端,/b/manageuser/getsalestaffuserid,POST,getsalestaffuserid,query,crm,REPLACE,crm.member.sales-staff.list,AC-08-12,"Sales/会籍顾问 picker list. Evidence: 管理端/pageMember/components/membershipConsultant.js."
API-130,管理端,/b/manageuser/getShareKey,POST,getShareKey,query,member-card,REPLACE,card-transfer.share-key,issueMemberCardTransferShareToken,"Signed short-lived transfer token. OpenAPI POST .../member-cards/{id}/transfer-share-token; tests MemberCardTransferTest."
API-131,管理端,/b/manageuser/getSumCardInfo,POST,getSumCardInfo,query,member-card,REPLACE,member-card.summary,listStaffMemberCards,"Aggregated card balances/counts derived from wallet list. OpenAPI GET .../members/{id}/member-cards; tests StaffMemberCardReadTest."
API-132,管理端,/b/manageuser/getUserCardInfo,POST,getUserCardInfo,query,member-card,REPLACE,member-card.wallet.list,listStaffMemberCards,"All active/archived cards for member (staff view). OpenAPI GET .../members/{id}/member-cards; tests StaffMemberCardReadTest."
API-133,管理端,/b/manageuser/pinyinList,POST,pinyinList,query,crm,REPLACE,crm.member.pinyin-index,AC-08-01,"Pinyin bucket list for member search picker. Evidence: 管理端/pagesCourse/components/member-search.js."
API-134,管理端,/b/manageuser/recoverUserCard,POST,recoverUserCard,write,member-card,REPLACE,member-card.restore,restoreStaffMemberCard,"Restore archived member card. OpenAPI POST .../member-cards/{id}/restore; tests StaffMemberCardArchiveTest."
API-135,管理端,/b/manageuser/repaySubmit,POST,repaySubmit,write,order,REPLACE,order.repay,listMemberCardOrders,"Legacy repay merged into staff order list; tests StaffMemberCardOrderTest."
API-136,管理端,/b/manageuser/ridofstopCard,POST,oneRidofstopCard,write,member-card,REPLACE,member-card.freeze.lift,unfreezeStaffMemberCard,"Lift single card freeze. OpenAPI POST .../member-cards/{id}/unfreeze; tests StaffMemberCardStateTest."
API-137,管理端,/b/manageuser/saveOrderAmount,POST,saveOrderAmount1,write,order,REPLACE,order.amount.correct,correctMemberCardOrderAmount,"Order amount correction; tests StaffMemberCardOrderTest."
API-138,管理端,/b/manageuser/saveuser,POST,saveuser,write,crm,REPLACE,crm.member.upsert,AC-08-05,"Create or update CRM profile from information form. Evidence: 管理端/pageMember/information/index.js."
API-139,管理端,/b/manageuser/selectAllCardOfSite,POST,selectAllCardOfSite,query,member-card,REPLACE,member-card.site-catalog.list,listStaffCardProducts,"Site-scoped card product picker for member-card operations. OpenAPI GET .../card-products; tests StaffCardProductCatalogTest."
API-140,管理端,/b/manageuser/setOpenType,POST,setOpenType,write,member-card,REPLACE,StaffPlannedApisTest::test_member_card_batch_and_reads_writes,StaffPlannedApisTest::test_member_card_batch_and_reads_writes,"Capability retained behind scoped domain API; card, ledger and order actions remain separate stages."
API-141,管理端,/b/manageuser/setUserNoLogin,POST,setUserNoLogin,write,crm,REPLACE,crm.member.app-access.change,accepted:stage-03.crm-member-app-access,"Replaced by tenant-member app access policy with reason, optimistic versioning and audit; it never disables the global Account or Staff identity."
API-142,管理端,/b/manageuser/stopUsercard,POST,stopUsercard,write,member-card,REPLACE,member-card.freeze,freezeStaffMemberCard,"Freeze/stop single member card. OpenAPI POST .../member-cards/{id}/freeze; tests StaffMemberCardStateTest."
API-143,管理端,/b/manageuser/sumReport,POST,sumReport,query,crm,REPLACE,crm.member.dashboard.summary,AC-08-01,"Member tab dashboard counts and pinyin bucket metadata. Evidence: 管理端/pages/member/member.js loadPinYinList/loadFindUser."
API-144,管理端,/b/manageuser/transferToUser,POST,transferToUser,write,crm,REPLACE,crm.member-link.review,accepted:stage-04.member-link-dual-confirmation,"Replaced by verified-mobile candidate detection plus explicit member decision and site-scoped staff review; phone matches never auto-link or merge identities."
API-145,管理端,/b/manageuser/unDeleteUser,POST,unDeleteUser,write,crm,REPLACE,crm.member.restore,AC-08-06,"Restore archived member; 601 when blocked. Evidence: 管理端/pageMember/del-member/del-member.js."
API-146,管理端,/b/manageuser/updateUserCardRemark,POST,updateUserCardRemark,write,member-card,REPLACE,StaffPlannedApisTest::test_member_card_batch_and_reads_writes,StaffPlannedApisTest::test_member_card_batch_and_reads_writes,"Capability retained behind scoped domain API; card, ledger and order actions remain separate stages."
API-147,管理端,/b/manageuser/updateUserRemark,POST,updateUserRemark,write,crm,REPLACE,crm.member.sticky-remark.update,AC-08-10,"Single sticky remark (hasremark icon); not append-only internal notes. Evidence: pageMember/details/index.js."
API-148,管理端,/b/manageuser/updateUserTag,POST,updateUserTag,write,crm,REPLACE,crm.member.tag.assign,AC-08-04,"Color flag tagValue 1-5 on member. Evidence: pageMember/details/index.js, components/cardToolbox/member-details.js."
API-149,管理端,/b/platform/findMyOrder,POST,findMyOrder,query,platform-billing,REJECT,platform.subscription.orders,planned:platform.subscription.orders,"One-time jscode is not an order authorization credential. Evidence: pages/shopOrder/index.js."
API-150,管理端,/b/platform/findserviceSuccessOrder,POST,findserviceSuccessOrder,query,platform-billing,REPLACE,platform.subscription.orders.list,StaffPlatformSubscriptionTest,"Staff-authenticated SaaS renewal history. Evidence: pages/shopOrder/index.js."
API-151,管理端,/b/platform/getAgreement,POST,getAgreement,query,platform-billing,REPLACE,platform.subscription.agreement,AC-09-41,"Platform SaaS agreement HTML. Evidence: 管理端/pageServer/serve-agreement.js."
API-152,管理端,/b/platform/getSiteInfo,POST,getSiteInfo,query,platform-billing,MERGE,platform.subscription.site-status,AC-09-40,"Tenant SaaS expiry/service status; also used by expiredAlert and post-pay refresh. Evidence: components/expiredAlert/expiredAlert.js, pageServer/order.js."
API-153,管理端,/b/platform/pricelist,POST,pricelist,query,platform-billing,REPLACE,platform.subscription.pricing,AC-09-40,"SaaS renewal package list for WeChat pay. Evidence: 管理端/pageServer/order.js."
API-154,管理端,/b/platform/submitSecretkey,POST,submitSecretkey,write,platform-billing,REPLACE,platform.subscription.license-key,AC-09-40,"Offline license key activation path on order page. Evidence: 管理端/pageServer/order.js."
API-155,管理端,/b/platform/submitwexinOrder,POST,submitwexinOrder,write,platform-billing,REPLACE,platform.subscription.pay,StaffPlannedApisTest::test_ledger_reconciliation_order_platform_calendar_identity,"WeChat pay for SaaS renewal. Evidence: pageServer/order.js."
API-156,管理端,/b/report2/addUserPoint,POST,addUserPoint,write,points,REPLACE,StaffMemberPointAdjustmentTest,adjustStaffMemberPoints,"Manual credit as idempotent immutable points-ledger adjustment. OpenAPI POST .../points/adjustments; tests StaffMemberPointAdjustmentTest."
API-157,管理端,/b/report2/clearUserPoint,POST,clearUserPoint,write,points,REJECT,points.adjustment.reset,planned:points.adjustment.reset,"Reject zeroing points history; use audited reversing entries. Evidence: destructive write endpoint name."
API-158,管理端,/b/report2/computeAgain,POST,computeAgain,write,reconciliation,REPLACE,StaffPlannedApisTest::test_ledger_reconciliation_order_platform_calendar_identity,StaffPlannedApisTest::test_ledger_reconciliation_order_platform_calendar_identity,"Legacy client triggers an apparently global recomputation with only a local daily counter; replace with an authorized idempotent server job, scoped input, dry-run/result and audit."
API-159,管理端,/b/report2/CourseMonthList,POST,CourseMonthList,query,reporting,REPLACE,report.course.monthly-calendar,AC-09-06,"Monthly course calendar data source. Evidence: 管理端/pageReport/course/courseReportFormMonth.js."
API-160,管理端,/b/report2/delPointLog,POST,delPointLog,write,points,REJECT,planned:points.adjustment.reverse,planned:points.adjustment.reverse,"Reject deletion of points history; corrections create a reversing ledger entry linked to the original."
API-161,管理端,/b/report2/editPointLog,POST,editPointLog,write,points,REPLACE,points.adjustment.correct,adjustStaffMemberPoints,"Reject mutation of historical point facts; append correction via point-adjustments. OpenAPI POST .../point-adjustments; tests StaffMemberPointAdjustmentTest."
API-162,管理端,/b/report2/findBalaceZeroCard,POST,findBalaceZeroCard,query,member-card,REPLACE,member-card.reminder.zero-balance.list,listZeroBalanceMemberCardReminders,"Zero-balance cards report. OpenAPI GET .../reports/reminders/zero-balance-cards; tests StaffMemberCardReminderTest."
API-163,管理端,/b/report2/findCourseRepListForWeb,POST,findCourseRepListForWeb,query,reporting,REPLACE,report.course.group.rank,AC-09-21,"Group course analytics list. Evidence: 管理端/pageReport/courseAnalyze/teamCourseRank.js."
API-164,管理端,/b/report2/findCourseRepListForWebDetail,POST,findCourseRepListForWebDetail,query,reporting,REPLACE,report.course.group.detail,AC-09-22,"Group course session drill-down. Evidence: 管理端/pageReport/courseAnalyze/teamCourseDetailRank.js."
API-165,管理端,/b/report2/findHolidayCardList,POST,findHolidayCardList,query,member-card,REPLACE,member-card.reminder.holiday.list,listStaffHolidayDueReminders,"Holiday/frozen card list. OpenAPI GET .../reports/reminders/holiday-due; tests StaffNotificationReminderTest."
API-166,管理端,/b/report2/findNoclassUserList,POST,findNoclassUserList,query,notification,REPLACE,notification.reminder.no-class.list,listStaffNoClassReminders,"No-class reminder member list. OpenAPI GET .../reports/reminders/no-class; tests StaffNotificationReminderTest."
API-167,管理端,/b/report2/findPrivateAppontmentofStaffuserid,POST,findPrivateAppontmentofStaffuserid1,query,reporting,MERGE,reporting.staff-private-appointments,AC-09-37,"Report2 duplicate of linkage private appointment query. Evidence: pageReport/teacherMembership/detailed.js."
API-168,管理端,/b/report2/findPrivateCourseList,POST,findPrivateCourseList,query,reporting,REPLACE,report.course.private.rank,AC-09-23,"Private course analytics list. Evidence: 管理端/pageReport/courseAnalyze/privateCourseRank.js."
API-169,管理端,/b/report2/findPrivateCourseWebDetail,POST,findPrivateCourseWebDetail,query,reporting,REPLACE,report.course.private.detail,AC-09-24,"Private course drill-down. Evidence: 管理端/pageReport/courseAnalyze/privateCourseDetailRank.js."
API-170,管理端,/b/report2/findPunishUserCardList,POST,findPunishUserCardList,query,member-card,REPLACE,member-card.reminder.penalized.list,listPenalizedMemberCardReminders,"Penalized card list. OpenAPI GET .../reports/reminders/penalized-cards; tests StaffMemberCardReminderTest."
API-171,管理端,/b/report2/findSaleManSalary,POST,findSaleManSalary,query,payroll,REPLACE,payroll.sales.report,AC-09-38,"Sales payroll summary aggregate. Evidence: 管理端/pageReport/teacherMembership/memberShipSalary.js."
API-172,管理端,/b/report2/findSaleManSalary_card,POST,findSaleManSalary_card,query,payroll,REPLACE,payroll.sales.detail.cards,AC-09-32,"Sales payroll card-sale lines. Evidence: 管理端/pageReport/teacherMembership/memberShipSalaryDetail.js."
API-173,管理端,/b/report2/findSaleManSalary_user,POST,findSaleManSalary_user,query,payroll,REPLACE,payroll.sales.detail.members,AC-09-32,"Sales payroll member-sale lines. Evidence: 管理端/pageReport/teacherMembership/memberShipSalaryDetail.js."
API-174,管理端,/b/report2/FindsiteModifyLog,POST,FindsiteModifyLog,query,reporting,REPLACE,report.audit.site-modify.list,AC-09-20,"Site modification audit log query. Evidence: 管理端/pageReport/rank/siteModifyLog.js."
API-175,管理端,/b/report2/findStaffCourseWeb,POST,findStaffCourseWeb,query,payroll,REPLACE,payroll.coach.course-commission.report,AC-09-25,"Coach course commission rollup. Evidence: 管理端/pageReport/teacherMembership/staffCourse.js."
API-176,管理端,/b/report2/findStaffPrivateAppointment,POST,findStaffPrivateAppointment,query,reporting,MERGE,reporting.staff-private-appointments,getStaffReportCoachAppointmentDetail,"Report query for staff private appointments. OpenAPI GET .../reports/coaches/{id}/appointments; tests StaffReportCoachTest."
API-177,管理端,/b/report2/findStaffTeamAppointment,POST,findStaffTeamAppointment,query,reporting,MERGE,reporting.staff-group-appointments,getStaffReportCoachAppointmentDetail,"Report query for staff group appointments via coach appointment detail filter. OpenAPI GET .../reports/coaches/{id}/appointments; tests StaffReportCoachTest."
API-178,管理端,/b/report2/findUserAnniversary,POST,findUserAnniversary,query,notification,REPLACE,notification.reminder.anniversary.list,listStaffAnniversaryReminders,"Anniversary reminder list. OpenAPI GET .../reports/reminders/anniversary; tests StaffNotificationReminderTest."
API-179,管理端,/b/report2/findUserAppointList,POST,findUserAppointList,query,booking,MERGE,booking.member-history.list,listStaffMemberBookingHistory,"Duplicate history query merged into GET .../members/{id}/booking-history; tests StaffMemberBookingHistoryTest."
API-180,管理端,/b/report2/findUserBirthday,POST,findUserBirthday,query,notification,REPLACE,notification.reminder.birthday.list,AC-09-11,"Birthday reminder list. Evidence: 管理端/pageReport/remind/birthdayRemind.js."
API-181,管理端,/b/report2/findUserByVisitor,POST,findUserByVisitor,query,notification,REPLACE,notification.reminder.visitor.list,AC-09-12,"Visitor follow-up list. Evidence: 管理端/pageReport/remind/visitorRemind.js."
API-182,管理端,/b/report2/findUserCostForWeb,POST,findUserCostForWeb,query,reporting,REPLACE,report.member.cost.list,AC-09-34,"Member cost ranking list. Evidence: 管理端/pageReport/userCost/userCost.js."
API-183,管理端,/b/report2/findUserDetailOfOneSaler,POST,findUserDetailOfOneSaler,query,reporting,REPLACE,report.sales.detail,AC-09-19,"Per-sales-consultant member sales drill-down. Evidence: 管理端/pageReport/rank/membershipDetailRank.js."
API-184,管理端,/b/report2/findUserPointList,POST,findUserPointList,query,points,MERGE,points.member-ledger.list,listMemberPointLedger,"Member points ledger. OpenAPI GET /member/points/ledger; tests MemberPointLedgerTest."
"

"
API-185,管理端,/b/report2/findWebstaffSalaryList,POST,findWebstaffSalaryList,query,payroll,REPLACE,payroll.coach.report,AC-09-39,"Coach payroll summary list. Evidence: 管理端/pageReport/teacherMembership/personalSalary.js."
API-186,管理端,/b/report2/findwillExpireCard,POST,findwillExpireCard,query,member-card,REPLACE,member-card.reminder.expired.list,listExpiringMemberCardReminders,"Expired/near-expiry cards. OpenAPI GET .../reports/reminders/expiring-cards; tests StaffMemberCardReminderTest."
API-187,管理端,/b/report2/findWillOpenUserCardList,POST,findWillOpenUserCardList,query,member-card,REPLACE,member-card.reminder.pending-open.list,listPendingOpenMemberCardReminders,"Pending activation cards. OpenAPI GET .../reports/reminders/pending-open-cards; tests StaffMemberCardReminderTest."
API-188,管理端,/b/report2/getAllCardInfoIncludeUnionReport,POST,getAllCardInfoIncludeUnionReport,query,reporting,REPLACE,report.card-product.analytics,listStaffCardProducts,"Union card analytics source via scoped card-products catalog. OpenAPI GET .../card-products; tests StaffCardProductCatalogTest. Evidence: pageReport/rank/memberCardAnalyze.js."
API-189,管理端,/b/report2/getAllStaff,POST,getAllStaff,query,staff,MERGE,staff.directory.list,AC-09-45,"Triplicate staff directory used by siteModifyLog filter. Evidence: 管理端/pageReport/rank/siteModifyLog.js."
API-190,管理端,/b/report2/getMemeberSalaryConfig,POST,getMemeberSalaryConfig,query,payroll,REPLACE,payroll.sales.config.get,AC-09-28,"Sales payroll mode config read. Evidence: 管理端/pageReport/teacherMembership/memberSalaryType.js."
API-191,管理端,/b/report2/getOnestaffInMonthDetail,POST,getOnestaffInMonthDetail1,query,reporting,MERGE,report.coach.appointment-lines,AC-09-37,"Report2 duplicate coach appointment lines. Evidence: pageReport/teacherMembership/detailed.js."
API-192,管理端,/b/report2/getOnestaffInMonthSum,POST,getOnestaffInMonthSum1,query,reporting,MERGE,report.coach.appointment-summary,AC-09-37,"Report2 duplicate coach appointment summary. Evidence: pageReport/teacherMembership/detailed.js."
API-193,管理端,/b/report2/getSalaryConfig,POST,getSalaryConfig,query,payroll,REPLACE,payroll.coach.config.get,AC-09-27,"Tenant coach payroll config read. Evidence: 管理端/pageReport/teacherMembership/personalSalaryType.js."
API-194,管理端,/b/report2/getSalaryConfigOfOneStaff,POST,getSalaryConfigOfOneStaff,query,payroll,REPLACE,payroll.coach.rule.get,AC-09-29,"Per-coach salary rule matrix read. Evidence: personalSalaryFixedClassHours.js."
API-195,管理端,/b/report2/getSaleStaffList,POST,getSaleStaffList,query,staff-directory,MERGE,staff.sales-directory.list,listStaffCrmSalesStaff,"Sales-consultant filter choices. OpenAPI GET .../crm/sales-staff; tests StaffCrmOperationsTest."
API-196,管理端,/b/report2/getsiteModifyType,POST,getsiteModifyType,query,reporting,REPLACE,report.audit.site-modify.types,AC-09-20,"Audit log type filter metadata. Evidence: 管理端/pageReport/rank/siteModifyLog.js."
API-197,管理端,/b/report2/getUserPointConfig,POST,getUserPointConfig,query,points,REPLACE,points.config.get,StaffPlannedApisTest::test_card_product_course_catalog_and_points,"Points policy config read. Evidence: rank/memberPointConfig adjacency."
API-198,管理端,/b/report2/mainpage,POST,mainpage,query,reporting,REPLACE,report.dashboard.summary,AC-09-01,"Report tab KPI payload. Evidence: 管理端/pages/report/report.js."
API-199,管理端,/b/report2/PointListByUserId,POST,PointListByUserId,query,points,REPLACE,points.member-ledger.list,listMemberPointLedger,"Member points balance and paged history. OpenAPI GET /member/points/ledger; tests MemberPointLedgerTest."
API-200,管理端,/b/report2/PriCourseDayList,POST,PriCourseDayList,query,reporting,REPLACE,report.course.daily-breakdown.private,AC-09-07,"Private course rows for selected day. Evidence: 管理端/pageReport/course/courseReportFormDay.js."
API-201,管理端,/b/report2/profitDayList,POST,profitDayList,query,reporting,REPLACE,report.finance.profit.daily-detail,AC-09-04,"Daily profit line items. Evidence: 管理端/pageReport/income/businessDataDetail.js."
API-202,管理端,/b/report2/profitList,POST,profitList,query,reporting,REPLACE,report.finance.profit.summary,AC-09-03,"Profit summary list. Evidence: 管理端/pageReport/income/businessReportForm.js."
API-203,管理端,/b/report2/profitMonthList,POST,profitMonthList,query,reporting,REPLACE,report.finance.profit.monthly,AC-09-02,"Monthly profit calendar. Evidence: 管理端/pageReport/income/businessData.js."
API-204,管理端,/b/report2/RankCardInfo_cardId,POST,RankCardInfo_cardId,query,reporting,REPLACE,report.card-product.sales-rank,getStaffReportOrderRanking,"Per card-product sales ranking via order rankings report. OpenAPI GET .../reports/rankings/orders; tests StaffReportRankingTest. Evidence: pageReport/rank/memberCard.js."
API-205,管理端,/b/report2/ReComputeSalary,POST,ReComputeSalary,write,payroll,REPLACE,payroll.recompute.job,AC-09-35,"Client-triggered global coach payroll recompute; replace with authorized scoped async job + audit. Evidence: head-hint.js and multiple report pages."
API-206,管理端,/b/report2/SalaryStaffList,POST,SalaryStaffList,query,payroll,REPLACE,payroll.coach.config.list,AC-09-26,"Coach list for per-staff salary config. Evidence: 管理端/pageReport/teacherMembership/personalSalarySetting.js."
API-207,管理端,/b/report2/salerList,POST,salerList,query,reporting,REPLACE,report.sales.rank,AC-09-18,"Sales consultant ranking. Evidence: 管理端/pageReport/rank/membershipRank.js."
API-208,管理端,/b/report2/saveconfig,POST,saveconfig,write,member-card,REPLACE,member-card.reminder.config.save,getMemberCardReminderConfig|updateMemberCardReminderConfig,"Reminder threshold config for card alerts. OpenAPI GET/PUT .../member-card-reminder-config; tests StaffMemberCardReminderTest. Evidence: cardExpiresSetting.js."
API-209,管理端,/b/report2/saveMemeberSalaryConfig,POST,saveMemeberSalaryConfig,write,payroll,REPLACE,payroll.sales.config.save,AC-09-28,"Sales payroll mode config write. Evidence: 管理端/pageReport/teacherMembership/memberSalaryType.js."
API-210,管理端,/b/report2/saveSalaryConfig,POST,saveSalaryConfig,write,payroll,REPLACE,payroll.coach.config.save,AC-09-27,"Tenant coach payroll mode config write. Evidence: 管理端/pageReport/teacherMembership/personalSalaryType.js."
API-211,管理端,/b/report2/saveSalaryConfigOfOneStaff,POST,saveSalaryConfigOfOneStaff,write,payroll,REPLACE,payroll.coach.rule.save,AC-09-29,"Per-coach salary rule matrix write. Evidence: personalSalaryFixedClassHours.js."
API-212,管理端,/b/report2/saveUserPointConfig,POST,saveUserPointConfig,write,points,REPLACE,points.config.save,StaffPlannedApisTest::test_card_product_course_catalog_and_points,"Points policy config write with audit. Evidence: rank/memberPointConfig adjacency."
API-213,管理端,/b/report2/substractUserPoint,POST,substractUserPoint,write,points,REPLACE,points.adjustment.debit,adjustStaffMemberPoints,"Manual debit with member-visible reason. OpenAPI POST .../members/{id}/point-adjustments direction=debit; tests StaffMemberPointAdjustmentTest."
API-214,管理端,/b/report2/sumMainCourseList,POST,sumMainCourseList,query,reporting,REPLACE,report.course.summary,AC-09-05,"Course rollup summary list. Evidence: 管理端/pageReport/course/courseReportForm.js."
API-215,管理端,/b/report2/sumSaleSalary,POST,sumSaleSalary,write,payroll,REPLACE,payroll.sales.aggregate.job,AC-09-35,"Client-triggered sales payroll aggregate job; replace with authorized async job. Evidence: head-hint.js."
API-216,管理端,/b/report2/sumUserExpendPrice,POST,sumUserExpendPrice,query,reporting,REPLACE,report.member-card.consumption-rank,listStaffMemberCardLedgerEntries,"Member consumption ranking derived from entitlement ledger entries. OpenAPI GET .../ledger-entries; tests StaffMemberCardAdjustTest. Evidence: memberConsumptionCardRank.js."
API-217,管理端,/b/report2/TeamCourseDayList,POST,TeamCourseDayList,query,reporting,REPLACE,report.course.daily-breakdown.group,AC-09-07,"Group course rows for selected day. Evidence: 管理端/pageReport/course/courseReportFormDay.js."
API-218,管理端,/b/report2/UserCardAnalyze,POST,UserCardAnalyze,query,reporting,REPLACE,report.member-card.analytics,StaffReportRankingTest,"Member card analytics query. Evidence: api-catalog endpoint name."
API-219,管理端,/b/report2/userCourseRank,POST,userCourseRank,query,reporting,REPLACE,report.course.attendance-rank,AC-09-15,"Member course attendance ranking. Evidence: 管理端/pageReport/rank/courseRank.js."
API-220,管理端,/b/report2/userOrderList,POST,userOrderList,query,order,REPLACE,order.member-ledger.list,listMemberCardOrders,"Member receipt/order history and totals. OpenAPI GET .../members/{id}/orders; tests StaffMemberCardOrderTest."
API-221,管理端,/b/report2/userOrderRank,POST,userOrderRank,query,reporting,REPLACE,report.order.rank,getStaffReportOrderRanking,"Order ranking analytics. OpenAPI GET .../reports/rankings/orders; tests StaffReportRankingTest."
API-222,管理端,/b/setting/getAppointSetting,POST,getAllAppointConfig,query,booking,REPLACE,booking.policy.read,getStaffBookingPolicy,"Tenant booking policy bundle. OpenAPI GET .../booking-policy; tests StaffBookingPolicyTest."
API-223,管理端,/b/setting/getPlanHint,POST,getPlanHint,query,schedule,MERGE,schedule.copy-hint.read,StaffPlannedApisTest::test_schedule_display_config_and_copy_preflight,"Read copy-timetable hint. Evidence: kind-reminder.js."
API-224,管理端,/b/setting/getPlanTitle,POST,getPlanTitle,query,schedule,MERGE,schedule.display-title.read,StaffPlannedApisTest::test_schedule_display_config_and_copy_preflight,"Read timetable title. Evidence: course-title.js."
API-225,管理端,/b/setting/getuserFieldSetting,POST,getuserFieldSetting,query,crm-config,REPLACE,crm.member-field-policy.get,getStaffCrmMemberFieldPolicy,"Tenant profile field visibility/required flags. OpenAPI GET .../crm/member-field-policy; tests StaffCrmFieldPolicyTest."
API-226,管理端,/b/setting/saveAppointSetting,POST,saveAppointConfig,write,booking,REPLACE,booking.policy.write,updateStaffBookingPolicy,"Persist booking policy keys. OpenAPI PUT .../booking-policy; tests StaffBookingPolicyTest."
API-227,管理端,/b/setting/savePlanHint,POST,savePlanHint,write,schedule,MERGE,schedule.copy-hint.write,StaffPlannedApisTest::test_schedule_display_config_and_copy_preflight,"Save copy-timetable hint. Evidence: kind-reminder.js."
API-228,管理端,/b/setting/savePlanTitle,POST,savePlanTitle,write,schedule,MERGE,schedule.display-title.write,StaffPlannedApisTest::test_schedule_display_config_and_copy_preflight,"Save timetable title. Evidence: course-title.js."
API-229,管理端,/b/site/getSiteInfo,POST,getSiteInfo,query,tenant-config,REPLACE,site.profile.read,getStaffSiteProfile,"Site profile read. OpenAPI GET .../sites/{site}/profile; tests StaffSiteProfileTest."
API-230,管理端,/b/site/mergeOpentime,POST,mergeOpentime,write,tenant-config,REJECT,,AC-10-38,"Exported in vendor bundle only; no static call site. Open hours saved inline via saveSiteInfo.openTimeList. Evidence: grep mergeOpentime → vendor.js only."
API-231,管理端,/b/site/saveSiteInfo,POST,saveSiteInfo,write,tenant-config,REPLACE,site.profile.update,updateStaffSiteProfile,"Site profile write including hours and branding. OpenAPI PUT .../sites/{site}/profile; tests StaffSiteProfileTest."
